OTU,THxT1x1Bac,THxT1x2Bac,THxT1x3Bac,THxT21x1Bac,THxT21x2Bac,THxT21x3Bac,THxT3x1Bac,THxT3x2Bac,THxT3x3Bac,THxT7x1Bac,THxT7x2Bac,THxT7x3Bac,sum,Domain,Confidence_domain,Phylum,Confidence_phylum,Class,Confidence_class,Order,Confidence_order,Family,Confidence_family,Genus,Confidence_genus
OTU_3009,0,0,0,0,0,0,0,0,0,0,0,0,6,Bacteria,1,Proteobacteria,0.99,Gammaproteobacteria,0.94,Xanthomonadales,0.31,Sinobacteraceae,0.3,Alkanibacter,0.16
OTU_3010,0,0,0,0,0,0,0,0,0,0,0,0,6,Bacteria,1,Actinobacteria,0.87,Actinobacteria,0.87,Actinomycetales,0.73,Cryptosporangiaceae,0.07,Fodinicola,0.04
OTU_3011,0,0,0,0,0,0,0,0,0,0,0,0,6,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Oceanospirillales,0.36,Oceanospirillaceae,0.19,Balneatrix,0.06
OTU_3013,0,0,0,0,0,0,0,0,0,0,0,0,6,Bacteria,1,Parcubacteria,0.89,Parcubacteria_genera_incertae_sedis,0.89,Parcubacteria_genera_incertae_sedis,0.89,Parcubacteria_genera_incertae_sedis,0.89,Parcubacteria_genera_incertae_sedis,0.89
OTU_3014,0,0,0,0,0,0,0,0,0,0,0,0,6,Bacteria,1,Proteobacteria,0.96,Deltaproteobacteria,0.93,Desulfovibrionales,0.92,Desulfovibrionaceae,0.91,Desulfovibrio,0.72
OTU_3015,0,5,0,0,0,0,0,0,0,0,0,0,6,Bacteria,1,Proteobacteria,0.78,Deltaproteobacteria,0.57,Myxococcales,0.38,Cystobacteraceae,0.19,Anaeromyxobacter,0.17
OTU_3016,0,0,0,0,0,0,0,0,0,0,0,0,6,Bacteria,1,Bacteroidetes,1,Flavobacteriia,1,Flavobacteriales,1,Flavobacteriaceae,1,Flavobacterium,0.92
OTU_3017,0,0,0,0,0,0,0,0,0,0,0,0,6,Bacteria,1,Proteobacteria,0.71,Deltaproteobacteria,0.52,Deltaproteobacteria_incertae_sedis,0.12,Deferrisoma,0.12,Deferrisoma,0.12
OTU_3018,0,0,0,0,0,0,0,0,0,0,0,0,6,Bacteria,1,Proteobacteria,1,Deltaproteobacteria,0.99,Myxococcales,0.99,Labilitrichaceae,0.57,Labilithrix,0.57
OTU_3019,0,0,0,0,0,0,0,0,0,0,0,0,6,Bacteria,1,Parcubacteria,0.56,Parcubacteria_genera_incertae_sedis,0.56,Parcubacteria_genera_incertae_sedis,0.56,Parcubacteria_genera_incertae_sedis,0.56,Parcubacteria_genera_incertae_sedis,0.56
OTU_3020,0,0,0,0,0,0,0,0,0,0,0,0,6,Bacteria,1,Proteobacteria,1,Deltaproteobacteria,1,Myxococcales,1,Nannocystaceae,1,Pseudenhygromyxa,0.59
OTU_3021,0,0,0,0,0,0,0,0,0,0,0,0,6,Bacteria,1,Verrucomicrobia,1,Spartobacteria,0.99,Spartobacteria_genera_incertae_sedis,0.99,Spartobacteria_genera_incertae_sedis,0.99,Spartobacteria_genera_incertae_sedis,0.99
OTU_3022,2,0,0,0,0,0,0,0,0,0,0,0,6,Bacteria,1,Bacteroidetes,1,Flavobacteriia,0.54,Flavobacteriales,0.54,Cryomorphaceae,0.54,Owenweeksia,0.5
OTU_3023,0,5,0,0,0,0,0,0,0,0,0,0,6,Bacteria,1,candidate division ZB3,0.34,ZB3_genera_incertae_sedis,0.34,ZB3_genera_incertae_sedis,0.34,ZB3_genera_incertae_sedis,0.34,ZB3_genera_incertae_sedis,0.34
OTU_3024,0,0,0,0,0,0,0,0,0,0,0,0,6,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,0.99,Pseudomonadales,0.79,Moraxellaceae,0.78,Perlucidibaca,0.48
OTU_3025,0,0,3,0,0,0,0,0,0,0,0,0,6,Bacteria,1,Bacteroidetes,1,Flavobacteriia,0.53,Flavobacteriales,0.53,Flavobacteriaceae,0.52,Ornithobacterium,0.35
OTU_3026,0,0,0,0,0,0,0,0,0,0,0,0,6,Bacteria,1,Bacteroidetes,1,Sphingobacteriia,0.44,Sphingobacteriales,0.44,Sphingobacteriaceae,0.42,Solitalea,0.34
OTU_3027,0,0,0,0,0,0,0,0,0,0,0,0,6,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,0.99,Chromatiales,0.78,Thioalkalispiraceae,0.62,Thioprofundum,0.62
OTU_3028,0,0,0,0,0,0,0,0,0,0,0,0,6,Bacteria,1,Proteobacteria,0.76,Deltaproteobacteria,0.67,Bdellovibrionales,0.67,Bdellovibrionaceae,0.56,Bdellovibrio,0.56
OTU_3029,0,0,0,0,0,0,0,0,1,0,0,0,6,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Alteromonadales,0.42,Pseudoalteromonadaceae,0.3,Algicola,0.3
OTU_3030,0,3,0,0,0,0,0,0,0,0,0,0,6,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Oceanospirillales,0.56,Hahellaceae,0.38,Hahella,0.28
OTU_3031,0,0,0,0,0,0,0,0,0,0,0,0,6,Bacteria,1,Bacteroidetes,1,Flavobacteriia,1,Flavobacteriales,1,Cryomorphaceae,0.98,Wandonia,0.37
OTU_3032,0,0,0,0,0,0,0,0,0,0,0,0,6,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Pseudomonadales,0.93,Pseudomonadaceae,0.93,Pseudomonas,0.69
OTU_3033,0,0,0,0,0,0,0,0,0,0,0,0,6,Bacteria,1,Bacteroidetes,1,Bacteroidia,1,Bacteroidales,1,Bacteroidaceae,1,Bacteroides,1
OTU_3034,0,0,0,0,0,0,0,0,0,0,0,0,6,Bacteria,1,Proteobacteria,0.7,Epsilonproteobacteria,0.46,Nautiliales,0.46,Nautiliaceae,0.46,Nitratiruptor,0.46
OTU_3035,0,0,0,0,0,0,0,0,0,0,0,0,6,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Alteromonadales,0.98,Alteromonadaceae,0.98,Agarivorans,0.96
OTU_3036,0,0,0,0,0,0,0,0,0,0,0,0,6,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Oceanospirillales,1,Hahellaceae,0.95,Hahella,0.95
OTU_3037,0,0,0,0,0,0,0,0,0,0,0,0,6,Bacteria,1,Proteobacteria,1,Betaproteobacteria,0.94,Gallionellales,0.21,Gallionellaceae,0.21,Sideroxydans,0.2
OTU_3038,0,0,0,0,0,0,0,0,1,0,0,0,6,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Alteromonadales,0.91,Colwelliaceae,0.82,Colwellia,0.77
OTU_3039,0,0,0,0,0,0,0,0,0,0,0,0,6,Bacteria,1,Bacteroidetes,1,Flavobacteriia,1,Flavobacteriales,1,Flavobacteriaceae,1,Flavobacterium,0.99
OTU_3041,0,0,0,0,0,0,0,0,0,0,0,0,6,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Aeromonadales,0.42,Aeromonadaceae,0.42,Oceanisphaera,0.39
OTU_3042,0,0,0,0,0,0,0,0,0,0,0,0,6,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Oceanospirillales,0.91,Alcanivoracaceae,0.87,Alcanivorax,0.87
OTU_3043,0,0,0,0,0,0,0,0,0,0,0,0,6,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Xanthomonadales,1,Xanthomonadaceae,1,Luteimonas,0.58
OTU_3045,0,0,0,0,0,0,0,0,0,0,0,0,6,Bacteria,1,Proteobacteria,0.91,Gammaproteobacteria,0.86,Oceanospirillales,0.22,Oleiphilaceae,0.11,Oleiphilus,0.11
OTU_3046,0,0,0,0,0,0,0,0,0,0,0,0,6,Bacteria,1,Proteobacteria,0.73,Alphaproteobacteria,0.26,Rhodospirillales,0.15,Rhodospirillaceae,0.14,Defluviicoccus,0.07
OTU_3047,0,0,0,0,0,0,0,0,0,0,0,0,6,Bacteria,1,Bacteroidetes,1,Flavobacteriia,0.69,Flavobacteriales,0.69,Cryomorphaceae,0.55,Owenweeksia,0.47
OTU_3048,0,0,0,0,0,0,0,0,0,0,0,0,6,Bacteria,1,Verrucomicrobia,0.82,Subdivision5,0.82,Subdivision5_genera_incertae_sedis,0.82,Subdivision5_genera_incertae_sedis,0.82,Subdivision5_genera_incertae_sedis,0.82
OTU_3049,0,0,0,0,0,0,0,0,0,0,0,0,6,Bacteria,1,Cyanobacteria/Chloroplast,0.97,Cyanobacteria,0.94,Family III,0.43,Family III,0.43,GpIII,0.43
OTU_3050,0,0,0,0,0,0,0,0,0,0,0,0,6,Bacteria,1,Candidatus Saccharibacteria,0.98,Saccharibacteria_genera_incertae_sedis,0.98,Saccharibacteria_genera_incertae_sedis,0.98,Saccharibacteria_genera_incertae_sedis,0.98,Saccharibacteria_genera_incertae_sedis,0.98
OTU_3051,0,0,0,0,0,0,0,0,0,0,0,0,6,Bacteria,1,Planctomycetes,1,Planctomycetia,1,Planctomycetales,1,Planctomycetaceae,1,Thermogutta,0.51
OTU_3052,1,0,0,0,0,0,0,0,0,0,0,0,6,Bacteria,1,Proteobacteria,1,Deltaproteobacteria,1,Desulfobacterales,1,Desulfobacteraceae,1,Desulfonatronobacter,0.34
OTU_3053,0,0,0,0,0,0,0,0,0,0,0,0,6,Bacteria,1,Bacteroidetes,1,Cytophagia,1,Cytophagales,1,Cytophagaceae,1,Rudanella,0.91
OTU_3054,0,0,0,0,0,0,0,0,0,0,0,0,6,Bacteria,1,Acidobacteria,1,Acidobacteria_Gp3,1,Candidatus Solibacter,0.97,Candidatus Solibacter,0.97,Candidatus Solibacter,0.97
OTU_3055,0,0,0,0,0,0,0,0,0,0,0,0,6,Bacteria,1,Fusobacteria,0.55,Fusobacteriia,0.55,Fusobacteriales,0.55,Fusobacteriaceae,0.55,Propionigenium,0.47
OTU_3056,0,0,0,0,0,0,0,0,0,0,0,0,6,Bacteria,1,Bacteroidetes,1,Cytophagia,1,Cytophagales,1,Cytophagaceae,0.91,Runella,0.88
OTU_3057,0,0,0,0,0,0,0,0,0,0,0,0,6,Bacteria,0.96,Proteobacteria,0.75,Gammaproteobacteria,0.63,Oceanospirillales,0.45,Oceanospirillaceae,0.41,Oleispira,0.29
OTU_3058,0,0,0,0,0,0,0,0,0,0,0,0,6,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Oceanospirillales,1,Oceanospirillaceae,1,Thalassolituus,1
OTU_3059,0,0,0,0,0,0,0,0,0,0,0,0,6,Bacteria,1,Bacteroidetes,1,Flavobacteriia,0.94,Flavobacteriales,0.94,Flavobacteriaceae,0.81,Lutibacter,0.23
OTU_3060,0,0,0,0,0,0,0,0,0,0,0,0,6,Bacteria,1,Proteobacteria,1,Alphaproteobacteria,0.88,Sphingomonadales,0.86,Sphingomonadaceae,0.48,Sphingorhabdus,0.23
OTU_3062,0,0,0,0,0,0,0,0,0,0,0,0,6,Bacteria,1,Proteobacteria,1,Alphaproteobacteria,1,Rhizobiales,0.71,Beijerinckiaceae,0.1,Methylovirgula,0.09
OTU_3063,0,0,0,0,1,0,0,0,0,0,0,0,6,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Oceanospirillales,0.88,Oceanospirillaceae,0.72,Motiliproteus,0.5
OTU_3064,0,0,0,0,0,0,0,0,0,0,0,0,6,Bacteria,1,Bacteroidetes,1,Flavobacteriia,1,Flavobacteriales,1,Flavobacteriaceae,1,Olleya,0.22
OTU_3065,0,0,0,0,0,0,0,0,0,0,0,0,6,Bacteria,1,Proteobacteria,0.98,Gammaproteobacteria,0.91,Oceanospirillales,0.66,Alcanivoracaceae,0.59,Alcanivorax,0.59
OTU_3066,0,0,0,0,0,0,0,0,0,0,0,0,6,Bacteria,1,Bacteroidetes,1,Flavobacteriia,0.99,Flavobacteriales,0.99,Cryomorphaceae,0.57,Owenweeksia,0.56
OTU_3067,0,0,0,0,0,0,0,0,0,0,0,0,6,Bacteria,1,Actinobacteria,0.99,Actinobacteria,0.99,Solirubrobacterales,0.95,Conexibacteraceae,0.53,Conexibacter,0.53
OTU_3068,0,0,0,0,0,0,0,0,0,0,0,0,6,Bacteria,1,Proteobacteria,0.87,Deltaproteobacteria,0.63,Myxococcales,0.57,Kofleriaceae,0.28,Kofleria,0.28
OTU_3069,0,2,0,0,0,0,0,0,0,0,0,0,6,Bacteria,1,Proteobacteria,1,Betaproteobacteria,1,Rhodocyclales,1,Rhodocyclaceae,1,Zoogloea,1
OTU_3070,0,0,0,0,0,0,0,0,0,1,0,0,6,Bacteria,0.99,Candidatus Saccharibacteria,0.51,Saccharibacteria_genera_incertae_sedis,0.51,Saccharibacteria_genera_incertae_sedis,0.51,Saccharibacteria_genera_incertae_sedis,0.51,Saccharibacteria_genera_incertae_sedis,0.51
OTU_3071,0,0,0,0,0,0,0,0,0,0,0,0,6,Bacteria,1,Proteobacteria,1,Betaproteobacteria,0.96,Neisseriales,0.18,Neisseriaceae,0.18,Aquaspirillum,0.18
OTU_3072,0,0,0,0,0,0,0,0,0,0,0,0,6,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,0.99,Chromatiales,0.7,Chromatiaceae,0.49,Thiorhodovibrio,0.11
OTU_3073,0,0,0,0,0,0,0,0,0,0,0,0,6,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Clostridiaceae 1,1,Proteiniclasticum,0.9
OTU_3074,0,0,0,0,0,0,0,0,0,0,0,0,6,Bacteria,1,Proteobacteria,0.99,Alphaproteobacteria,0.74,Rickettsiales,0.12,Rickettsiaceae,0.12,Orientia,0.12
OTU_3075,0,0,0,0,0,0,0,0,0,0,0,0,6,Bacteria,1,Proteobacteria,1,Deltaproteobacteria,1,Myxococcales,0.99,Haliangiaceae,0.92,Haliangium,0.92
OTU_3076,0,0,0,0,0,0,0,0,0,0,0,0,6,Bacteria,1,Hydrogenedentes,0.84,Candidatus Hydrogenedens,0.84,Candidatus Hydrogenedens,0.84,Candidatus Hydrogenedens,0.84,Candidatus Hydrogenedens,0.84
OTU_3077,0,0,0,0,0,0,0,0,0,0,0,0,6,Bacteria,1,Acidobacteria,0.93,Acidobacteria_Gp10,0.84,Gp10,0.84,Gp10,0.84,Gp10,0.84
OTU_3078,0,0,0,0,0,0,0,0,0,0,0,0,6,Bacteria,1,Proteobacteria,0.9,Deltaproteobacteria,0.85,Myxococcales,0.44,Cystobacteraceae,0.28,Melittangium,0.17
OTU_3079,0,0,0,0,0,0,0,0,0,0,0,0,6,Bacteria,0.97,Planctomycetes,0.17,Planctomycetia,0.17,Planctomycetales,0.17,Planctomycetaceae,0.17,Schlesneria,0.15
OTU_3080,0,0,0,0,0,0,0,0,0,0,0,0,6,Bacteria,1,Bacteroidetes,1,Bacteroidia,0.76,Bacteroidales,0.76,Prolixibacteraceae,0.59,Mangrovibacterium,0.17
OTU_3081,0,0,0,0,0,0,0,0,0,0,0,0,6,Bacteria,1,Proteobacteria,1,Alphaproteobacteria,0.99,Eilatimonas,0.22,Eilatimonas,0.22,Eilatimonas,0.22
OTU_3082,0,0,0,0,0,0,0,0,1,0,0,0,6,Bacteria,1,Proteobacteria,0.86,Gammaproteobacteria,0.43,Chromatiales,0.14,Halothiobacillaceae,0.14,Thioalkalibacter,0.14
OTU_3083,0,2,0,0,0,0,0,0,0,0,0,0,6,Bacteria,1,Proteobacteria,0.8,Deltaproteobacteria,0.77,Desulfovibrionales,0.69,Desulfohalobiaceae,0.68,Desulfovermiculus,0.47
OTU_3084,0,0,0,0,0,0,0,0,0,0,0,0,6,Bacteria,0.99,Proteobacteria,0.67,Deltaproteobacteria,0.49,Deltaproteobacteria_incertae_sedis,0.25,Dissulfuribacter,0.16,Dissulfuribacter,0.16
OTU_3085,0,0,0,0,0,0,0,0,0,0,0,0,6,Bacteria,1,Bacteroidetes,0.96,Sphingobacteriia,0.62,Sphingobacteriales,0.62,Chitinophagaceae,0.6,Segetibacter,0.16
OTU_3086,0,0,0,0,0,0,0,0,0,0,0,0,6,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Aeromonadales,1,Succinivibrionaceae,1,Succinivibrio,1
OTU_3087,0,0,0,0,0,0,0,0,0,0,0,0,6,Bacteria,0.99,Parcubacteria,0.74,Parcubacteria_genera_incertae_sedis,0.74,Parcubacteria_genera_incertae_sedis,0.74,Parcubacteria_genera_incertae_sedis,0.74,Parcubacteria_genera_incertae_sedis,0.74
OTU_3088,0,0,0,0,0,0,0,0,0,0,0,0,6,Bacteria,1,Verrucomicrobia,0.44,Verrucomicrobiae,0.4,Verrucomicrobiales,0.4,Verrucomicrobiaceae,0.39,Verrucomicrobium,0.27
OTU_3089,0,0,0,0,0,0,0,0,0,0,0,0,6,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,0.99,Alteromonadales,0.92,Colwelliaceae,0.9,Colwellia,0.89
OTU_3090,0,0,0,0,0,0,0,0,0,0,0,0,6,Bacteria,1,Proteobacteria,0.99,Gammaproteobacteria,0.99,Alteromonadales,0.81,Pseudoalteromonadaceae,0.63,Pseudoalteromonas,0.61
OTU_3091,0,0,0,0,0,0,0,0,0,0,0,0,6,Bacteria,1,Proteobacteria,1,Alphaproteobacteria,1,Rhodobacterales,1,Rhodobacteraceae,1,Roseovarius,0.46
OTU_3092,0,6,0,0,0,0,0,0,0,0,0,0,6,Bacteria,1,Verrucomicrobia,0.99,Opitutae,0.99,Opitutales,0.98,Opitutaceae,0.98,Opitutus,0.94
OTU_3093,0,6,0,0,0,0,0,0,0,0,0,0,6,Bacteria,0.99,Verrucomicrobia,0.23,Opitutae,0.2,Opitutales,0.2,Opitutaceae,0.2,Opitutus,0.19
OTU_3094,0,6,0,0,0,0,0,0,0,0,0,0,6,Bacteria,1,Verrucomicrobia,1,Opitutae,0.99,Opitutales,0.99,Opitutaceae,0.99,Opitutus,0.98
OTU_3095,0,6,0,0,0,0,0,0,0,0,0,0,6,Bacteria,1,Proteobacteria,0.75,Deltaproteobacteria,0.64,Myxococcales,0.4,Polyangiaceae,0.22,Jahnella,0.18
OTU_3096,0,6,0,0,0,0,0,0,0,0,0,0,6,Bacteria,0.97,Proteobacteria,0.38,Betaproteobacteria,0.15,Burkholderiales,0.15,Burkholderiales_incertae_sedis,0.15,Paucibacter,0.13
OTU_3097,0,6,0,0,0,0,0,0,0,0,0,0,6,Bacteria,1,Planctomycetes,0.75,Planctomycetia,0.72,Planctomycetales,0.69,Planctomycetaceae,0.69,Pirellula,0.34
OTU_3098,0,6,0,0,0,0,0,0,0,0,0,0,6,Bacteria,1,Fibrobacteres,0.32,Chitinivibrionia,0.32,Chitinivibrionales,0.32,Chitinivibrionaceae,0.32,Chitinivibrio,0.32
OTU_3099,0,6,0,0,0,0,0,0,0,0,0,0,6,Bacteria,1,BRC1,0.59,BRC1_genera_incertae_sedis,0.59,BRC1_genera_incertae_sedis,0.59,BRC1_genera_incertae_sedis,0.59,BRC1_genera_incertae_sedis,0.59
OTU_3100,0,6,0,0,0,0,0,0,0,0,0,0,6,Bacteria,1,Acidobacteria,0.88,Holophagae,0.82,Acanthopleuribacterales,0.77,Acanthopleuribacteraceae,0.77,Acanthopleuribacter,0.77
OTU_3101,0,6,0,0,0,0,0,0,0,0,0,0,6,Bacteria,1,Bacteroidetes,1,Cytophagia,0.42,Cytophagales,0.42,Flammeovirgaceae,0.4,Nafulsella,0.4
OTU_3102,0,3,0,0,0,0,0,0,0,0,0,0,6,Bacteria,1,Verrucomicrobia,1,Subdivision3,0.96,Subdivision3_genera_incertae_sedis,0.92,Subdivision3_genera_incertae_sedis,0.92,Subdivision3_genera_incertae_sedis,0.92
OTU_3103,0,5,0,0,0,0,0,0,0,0,0,0,6,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Oceanospirillales,0.48,Oceanospirillaceae,0.36,Oceaniserpentilla,0.31
OTU_3104,0,0,6,0,0,0,0,0,0,0,0,0,6,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Chromatiales,0.75,Ectothiorhodospiraceae,0.61,Thiogranum,0.21
OTU_3105,1,0,0,0,0,0,0,0,0,0,0,3,6,Bacteria,1,Bacteroidetes,0.99,Sphingobacteriia,0.61,Sphingobacteriales,0.61,Saprospiraceae,0.51,Saprospira,0.25
OTU_3106,0,0,0,0,0,0,0,0,0,0,0,0,5,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,0.97,Legionellales,0.39,Coxiellaceae,0.39,Diplorickettsia,0.39
OTU_3107,0,0,0,0,0,0,0,0,0,0,0,0,5,Bacteria,1,Bacteroidetes,1,Sphingobacteriia,1,Sphingobacteriales,1,Chitinophagaceae,1,Ferruginibacter,0.98
OTU_3108,0,0,0,0,1,0,0,0,0,0,0,0,5,Bacteria,1,Proteobacteria,0.98,Alphaproteobacteria,0.9,Sphingomonadales,0.28,Sphingomonadaceae,0.28,Parasphingopyxis,0.1
OTU_3109,0,0,0,0,0,0,0,0,0,0,0,0,5,Bacteria,1,Fibrobacteres,0.23,Fibrobacteria,0.23,Fibrobacterales,0.23,Fibrobacteraceae,0.23,Fibrobacter,0.23
OTU_3110,0,0,0,0,0,0,0,0,0,0,0,0,5,Bacteria,1,Bacteroidetes,1,Bacteroidia,1,Bacteroidales,1,Bacteroidaceae,1,Bacteroides,1
OTU_3111,0,0,0,0,0,0,0,0,0,0,0,0,5,Bacteria,1,Proteobacteria,1,Deltaproteobacteria,1,Desulfovibrionales,1,Desulfomicrobiaceae,1,Desulfomicrobium,1
OTU_3112,0,0,0,0,0,0,0,0,0,0,0,0,5,Bacteria,0.99,Parcubacteria,0.92,Parcubacteria_genera_incertae_sedis,0.92,Parcubacteria_genera_incertae_sedis,0.92,Parcubacteria_genera_incertae_sedis,0.92,Parcubacteria_genera_incertae_sedis,0.92
OTU_3113,0,0,0,0,0,0,0,0,0,0,0,0,5,Bacteria,1,Firmicutes,0.59,Clostridia,0.36,Clostridiales,0.36,Ruminococcaceae,0.28,Sporobacter,0.11
OTU_3114,0,0,0,0,0,0,0,0,0,0,0,0,5,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,0.97,Oceanospirillales,0.29,Oceanospirillales_incertae_sedis,0.17,Gynuella,0.17
OTU_3115,0,0,0,0,0,0,0,0,0,0,0,0,5,Bacteria,1,Proteobacteria,0.98,Deltaproteobacteria,0.94,Bdellovibrionales,0.92,Bacteriovoracaceae,0.92,Halobacteriovorax,0.51
OTU_3116,0,0,0,0,0,0,0,0,0,0,0,0,5,Bacteria,1,Candidatus Saccharibacteria,0.79,Saccharibacteria_genera_incertae_sedis,0.79,Saccharibacteria_genera_incertae_sedis,0.79,Saccharibacteria_genera_incertae_sedis,0.79,Saccharibacteria_genera_incertae_sedis,0.79
OTU_3117,0,0,0,0,0,0,0,0,0,0,0,0,5,Bacteria,1,Planctomycetes,0.48,Planctomycetia,0.48,Planctomycetales,0.48,Planctomycetaceae,0.48,Planctopirus,0.37
OTU_3118,0,0,0,0,0,0,0,0,0,0,0,0,5,Bacteria,1,Bacteroidetes,1,Sphingobacteriia,0.92,Sphingobacteriales,0.92,Saprospiraceae,0.9,Phaeodactylibacter,0.64
OTU_3119,0,0,0,0,0,0,0,0,0,0,0,0,5,Bacteria,1,Proteobacteria,1,Alphaproteobacteria,1,Rhodobacterales,1,Rhodobacteraceae,1,Oceanicola,0.5
OTU_3120,0,0,0,0,0,0,0,0,0,0,0,0,5,Bacteria,1,Bacteroidetes,0.97,Cytophagia,0.59,Cytophagales,0.59,Catalimonadaceae,0.19,Catalinimonas,0.19
OTU_3121,0,0,0,0,0,0,0,0,0,0,0,0,5,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,0.99,Gammaproteobacteria_incertae_sedis,0.47,Thiolapillus,0.26,Thiolapillus,0.26
OTU_3122,0,0,0,0,0,0,0,0,0,0,0,0,5,Bacteria,1,Proteobacteria,0.62,Deltaproteobacteria,0.4,Deltaproteobacteria_incertae_sedis,0.03,Dissulfuribacter,0.03,Dissulfuribacter,0.03
OTU_3123,0,0,0,0,0,0,0,0,0,0,0,0,5,Bacteria,0.99,Parcubacteria,0.43,Parcubacteria_genera_incertae_sedis,0.43,Parcubacteria_genera_incertae_sedis,0.43,Parcubacteria_genera_incertae_sedis,0.43,Parcubacteria_genera_incertae_sedis,0.43
OTU_3124,0,0,0,0,0,0,0,0,0,0,0,0,5,Bacteria,1,Proteobacteria,1,Betaproteobacteria,1,Burkholderiales,1,Burkholderiales_incertae_sedis,1,Tepidimonas,1
OTU_3125,0,0,0,0,0,0,0,0,0,0,0,0,5,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Pseudomonadales,0.99,Moraxellaceae,0.99,Perlucidibaca,0.53
OTU_3126,0,0,0,0,0,0,0,0,0,0,0,0,5,Bacteria,1,Proteobacteria,1,Alphaproteobacteria,1,Rhodospirillales,0.96,Rhodospirillaceae,0.96,Limimonas,0.34
OTU_3127,0,0,0,0,0,0,0,0,0,0,0,0,5,Bacteria,1,Proteobacteria,0.99,Gammaproteobacteria,0.98,Legionellales,0.64,Legionellaceae,0.64,Legionella,0.64
OTU_3128,0,0,0,0,0,0,0,0,0,0,0,0,5,Bacteria,1,Verrucomicrobia,0.19,Subdivision3,0.15,Limisphaera,0.15,Limisphaera,0.15,Limisphaera,0.15
OTU_3129,0,0,0,0,0,0,0,0,0,0,0,0,5,Bacteria,1,Bacteroidetes,0.99,Sphingobacteriia,0.4,Sphingobacteriales,0.4,Saprospiraceae,0.26,Portibacter,0.24
OTU_3130,0,0,0,0,0,0,0,0,0,0,0,0,5,Bacteria,1,Planctomycetes,1,Planctomycetia,0.98,Planctomycetales,0.98,Planctomycetaceae,0.98,Schlesneria,0.29
OTU_3131,0,0,0,0,0,0,0,0,0,0,0,0,5,Bacteria,1,Proteobacteria,0.95,Deltaproteobacteria,0.93,Deltaproteobacteria_incertae_sedis,0.29,Deferrisoma,0.29,Deferrisoma,0.29
OTU_3132,0,0,0,0,0,0,0,0,0,0,0,0,5,Bacteria,1,Bacteroidetes,1,Flavobacteriia,1,Flavobacteriales,1,Flavobacteriaceae,0.99,Flavobacterium,0.89
OTU_3133,0,0,0,0,0,0,0,0,0,0,0,0,5,Bacteria,1,Proteobacteria,1,Betaproteobacteria,0.99,Burkholderiales,0.69,Alcaligenaceae,0.47,Derxia,0.43
OTU_3134,0,0,0,0,0,0,0,0,0,0,0,0,5,Bacteria,1,Proteobacteria,0.87,Gammaproteobacteria,0.79,Pseudomonadales,0.31,Pseudomonadaceae,0.26,Azorhizophilus,0.11
OTU_3135,0,0,0,0,0,0,0,0,1,0,0,0,5,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,1,Oceanospirillales,0.81,Hahellaceae,0.36,Kistimonas,0.35
OTU_3136,0,0,1,0,0,0,0,0,0,0,0,0,5,Bacteria,1,Bacteroidetes,0.99,Sphingobacteriia,0.94,Sphingobacteriales,0.94,Saprospiraceae,0.94,Portibacter,0.88
OTU_3137,0,0,0,0,0,0,0,0,0,0,0,0,5,Bacteria,1,Proteobacteria,1,Alphaproteobacteria,1,Rhodobacterales,1,Rhodobacteraceae,1,Celeribacter,0.62
OTU_3138,0,0,0,0,0,0,0,0,0,0,0,0,5,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,0.98,Alteromonadales,0.56,Echinimonas,0.24,Echinimonas,0.24
OTU_3139,0,0,0,0,0,0,0,0,0,0,1,0,5,Bacteria,1,Proteobacteria,1,Alphaproteobacteria,0.99,Rhodobacterales,0.95,Rhodobacteraceae,0.95,Vadicella,0.73
OTU_3140,0,0,0,0,0,0,0,0,0,0,0,0,5,Bacteria,1,Proteobacteria,1,Gammaproteobacteria,0.98,Chromatiales,0.36,Ectothiorhodospiraceae,0.23,Acidiferrobacter,0.07
